LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Neutered Male,SHIH TZU,WHITE/BROWN,JACKSON,15235,2099,2010-03-01T16:09:34
Dog Lifetime Spayed Female,MIXED,WHITE/TAN,COOKIE,15146,2099,2010-03-01T16:09:34
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,MAXIMUS ADOLF DINDAK,15237,2099,2010-03-01T16:09:35
Dog Lifetime Neutered Male,SCHNAUZER MIN,SALT/PEPPER,HARLEY,15236,2099,2010-03-02T14:51:56
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MAGGIE,15229,2099,2010-03-02T15:25:57
Dog Lifetime Spayed Female,HAVANESE,CHOCOLATE,MAYA,15037,2099,2010-03-02T15:37:43
Dog Lifetime Spayed Female,AUS SHEPHERD,WHITE/BLACK,PENELOPE,15237,2099,2010-03-03T14:53:20
Dog Lifetime Spayed Female,MIXED,YELLOW,SALLY,15106,2099,2010-03-03T15:20:20
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,OVIE,15122,2099,2010-03-03T15:30:23
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MICAH,15143,2099,2010-03-03T15:34:07
Dog Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,MOLLIE GAEL,15223,2099,2010-03-03T16:01:41
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,TONYA ONYA,15241,2099,2010-03-04T14:17:06
Dog Lifetime Male,SHIBA INU,RED,TONY,15132,2099,2010-03-04T14:38:55
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MILEY,15131,2099,2010-03-04T14:58:54
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,TRI-COLOR,SADIE,15223,2099,2010-03-04T15:52:27
Dog Senior Lifetime Male,SAMOYED,WHITE,NIKO,15205,2099,2010-03-05T15:10:01
Dog Lifetime Neutered Male,BICHON FRISE,WHITE,RUFUS,15065,2099,2010-03-05T14:49:35
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,KEISH,15132,2099,2010-03-05T14:56:07
Dog Lifetime Spayed Female,MIXED,BROWN,LIZA JANE,15237,2099,2004-02-19T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HARLEY,15237,2099,2004-02-19T00:00:00
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,ROWDY,15122,2099,2004-02-19T00:00:00
Dog Lifetime Neutered Male,MIXED,SPOTTED,DAKOTA,15122,2099,2004-02-19T00:00:00
Dog Lifetime Neutered Male,MIXED,SPOTTED,SHUKA,15071,2099,2004-02-19T00:00:00
Dog Senior Lifetime Neutered Male,COCKAPOO,WHITE/BEIGE,CLANCY,15235,2099,2004-02-19T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,INDIE,15237,2099,2004-02-19T00:00:00
Dog Lifetime Spayed Female,BOXER,WHITE,BABE,15065,2099,2004-02-19T00:00:00
Dog Lifetime Male,IRISH SETTER,RED,RHETT,15108,2099,2004-02-20T00:00:00
Dog Lifetime Spayed Female,SHETLAND SHEEPDOG,WHITE/BROWN,SHELBY,15135,2099,2004-02-20T00:00:00
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,MILOWE,15101,2099,2004-02-20T00:00:00
Dog Senior Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,DILLAN,15143,2099,2004-02-20T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ROXY,15143,2099,2004-02-20T00:00:00
Dog Lifetime Spayed Female,BORD COLLIE,WHITE/RED,RUMOR,15146,2099,2004-02-20T00:00:00
Dog Lifetime Neutered Male,BERNESE MTN DOG,WHITE/BLACK/BROWN,BARON,15143,2099,2004-02-20T00:00:00
Dog Lifetime Spayed Female,WELSH CORGI PEMBROK,MULTI,LUCY,15237,2099,2004-02-20T00:00:00
Dog Lifetime Female,SIB HUSKY,WHITE/GREY,SHADOW,15237,2099,2004-02-20T00:00:00
Dog Lifetime Female,POODLE TOY,WHITE/BLACK,SHADOW,15223,2099,2004-02-20T00:00:00
Dog Lifetime Male,SIB HUSKY,WHITE/GREY,MADISON,15237,2099,2004-02-20T00:00:00
Dog Lifetime Male,SIB HUSKY,WHITE/RED,DOBIE,15237,2099,2004-02-20T00:00:00
Dog Lifetime Female,BOSTON TERRIER,WHITE/BLACK,CADY,15235,2099,2004-02-20T00:00:00
Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/BLACK,MURRAY,15235,2099,2004-02-20T00:00:00
Dog Lifetime Male,IRISH SETTER,RED,CASEY,15108,2099,2004-02-20T00:00:00
Dog Lifetime Spayed Female,MIXED,WHITE/RED,TASHA,15237,2099,2004-02-23T00:00:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,DOZER,15037,2099,2004-02-23T00:00:00
Dog Lifetime Neutered Male,BRITTANY SPANIEL,OTHER,BOW,15136,2099,2004-02-24T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ALLIE,15140,2099,2004-02-24T00:00:00
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,GOLD,MARLOW,15241,2099,2004-02-25T00:00:00
Dog Lifetime Neutered Male,POODLE STANDARD,WHITE,BUDDY,15102,2099,2004-02-25T00:00:00
Dog Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,OREO,15235,2099,2004-02-26T00:00:00
Dog Lifetime Male,LOWCHEN,WHITE/BLACK/GREY,MR CINDERS,15236,2099,2004-03-01T00:00:00
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,CIENA,15146,2099,2004-03-03T00:00:00
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,NORMAN,15101,2099,2004-03-01T00:00:00
Dog Lifetime Female,LABRADOR RETRIEVER,BROWN,COCOA PUFF,15071,2099,2005-03-07T00:00:00
Dog Lifetime Spayed Female,MIXED,BROWN,RAHJA,15202,2099,2004-03-02T00:00:00
Dog Lifetime Spayed Female,MIXED,BLACK,NALA,15202,2099,2004-03-02T00:00:00
Dog Lifetime Spayed Female,MIXED,GOLD,SAMANTHA,15146,2099,2004-03-03T00:00:00
Dog Lifetime Spayed Female,MIXED,TAN,GINGER,15229,2099,2004-03-03T00:00:00
Dog Lifetime Spayed Female,MIXED,BLACK,NELLIE,15239,2099,2004-03-03T00:00:00
Dog Lifetime Neutered Male,BEAGLE,MULTI,ERNIE,15239,2099,2004-03-03T00:00:00
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLUE,DUCHESS,15146,2099,2004-03-03T00:00:00
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLUE,DUKE,15146,2099,2004-03-03T00:00:00
Dog Lifetime Spayed Female,MIXED,BLACK,SAPHIRE,15239,2099,2004-03-03T00:00:00
Dog Lifetime Female,SIB HUSKY,WHITE/RED,NATASHA,15237,2099,2004-03-05T00:00:00
Dog Lifetime Neutered Male,ITALIAN GREYHOUND,WHITE/TAN,BOOTS,15136,2099,2004-03-05T00:00:00
Dog Lifetime Neutered Male,BLACK&TAN COONHOUND,BLUE,DUKE,15020,2099,2004-03-05T00:00:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,OTHER,AUTUMN,15065,2099,2004-03-09T00:00:00
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,MISSY,15044,2099,2004-03-09T00:00:00
Dog Lifetime Spayed Female,POODLE TOY,BLACK,GRACIE,15146,2099,2004-03-09T00:00:00
Dog Lifetime Spayed Female,AUS CATTLE DOG,SPOTTED,PEPPER,15024,2099,2004-03-09T00:00:00
Dog Lifetime Spayed Female,TAG,OTHER,VERDELLE,15090,2099,2004-03-09T00:00:00
Dog Lifetime Neutered Male,MIXED,BLACK/TAN,DAKOTA,15140,2099,2004-03-10T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MORGAN,15237,2099,2004-03-10T00:00:00
Dog Lifetime Spayed Female,SHELTAND SHEEPDOG,WHITE/BLACK/BROWN,SHELBY,15116,2099,2004-03-10T00:00:00
Dog Lifetime Neutered Male,ROTTWEILER,BLACK/TAN,HOSS,15239,2099,2004-03-10T00:00:00
Dog Lifetime Neutered Male,AIREDALE TERRIER,BLACK/BROWN,TOBY,15227,2099,2004-03-10T00:00:00
Dog Lifetime Spayed Female,AIREDALE TERRIER,BLACK/BROWN,DAISY,15227,2099,2004-03-10T00:00:00
Dog Lifetime Neutered Male,POODLE TOY,OTHER,BAILEY,15146,2099,2004-03-10T00:00:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,TARA,15236,2099,2004-03-11T00:00:00
Dog Senior Lifetime Spayed Female,DACHSHUND,BLACK,LUCY,15229,2099,2004-03-26T00:00:00
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,LADY,15132,2099,2004-03-15T00:00:00
Dog Lifetime Neutered Male,MIXED,WHITE,LEX,16046,2099,2004-03-15T00:00:00
Dog Lifetime Spayed Female,MIXED,BLACK,CHASSIS,15239,2099,2004-03-15T00:00:00
Dog Lifetime Spayed Female,DACHSHUND,BROWN,JASMINE,15137,2099,2004-03-17T00:00:00
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,BEAR,15227,2099,2004-03-18T00:00:00
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,AMOS,15088,2099,2006-06-09T00:00:00
Dog Lifetime Neutered Male,BOXER,WHITE,BRODY,15088,2099,2006-06-09T00:00:00
Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,MOLLY,15227,2099,2013-04-17T08:41:14
Dog Senior Lifetime Spayed Female,POODLE TOY,SPOTTED,LIVIA,15140,2099,2013-04-17T14:28:09
Dog Senior Lifetime Neutered Male,POODLE TOY,BLACK,HUMPHREY,15140,2099,2013-04-17T14:37:08
Dog Lifetime Duplicate,SHIH TZU,GOLD,MINGO,15122,2099,2013-04-19T08:40:59
Dog Lifetime Neutered Male,DACHSHUND,BROWN,HENRY ,15143,2099,2013-04-17T15:17:22
Dog Lifetime Neutered Male,MASTIFF,FAWN,HANNIBAL,15056,2099,2013-04-17T15:17:23
Dog Lifetime Neutered Male,AUS CATTLE DOG,WHITE/BLACK/BROWN,MAXX RAGALLER,15241,2099,2013-04-17T15:34:52
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,ALLIE MAY SPROWLS,15112,2099,2013-04-17T15:37:20
Dog Lifetime Neutered Male,GREAT PYRENEES,WHITE,STORM,15101,2099,2013-04-17T15:41:07
Dog Lifetime Duplicate,MIXED,WHITE/FAWN,DAISY,15227,2099,2013-04-18T12:36:41
Dog Lifetime Neutered Male,SHIBA INU,RED,AKIO,15108,2099,2013-04-18T14:03:28
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,STELLA,15106,2099,2013-04-18T14:15:48
Dog Lifetime Neutered Male,BOXER MIX,WHITE/FAWN,RUDY,15239,2099,2013-04-18T14:15:49
Dog Lifetime Spayed Female,VIZSLA,RED,MOCHA,15090,2099,2013-04-18T14:22:18
Dog Lifetime Spayed Female,BORD COLLIE,BLACK,MOLLY,15234,2099,2013-04-18T15:11:48
Dog Lifetime Neutered Male,BELG MALINOIS,BLACK/TAN,fritz,15044,2099,2013-04-18T15:22:46
Dog Lifetime Spayed Female,BOXER MIX,BRINDLE,SOPHIE,15044,2099,2013-04-18T15:22:46
Dog Lifetime Duplicate,MIXED,BLACK/BROWN,RUUTU,15065,2099,2013-04-19T13:00:31
Dog Lifetime Neutered Male,LAB MIX,BLACK,HENRY,15102,2099,2013-04-22T08:31:14
Dog Lifetime Neutered Male,LAB MIX,BLACK/TAN,KOBEY,15229,2099,2013-04-19T13:37:08
Dog Lifetime Spayed Female,HAVANESE,BRINDLE,PAISLEY,15227,2099,2013-04-19T13:55:29
Dog Lifetime Duplicate,ENG POINTER,LIVER,SAMMY,15108,2099,2013-04-19T13:57:52
Dog Lifetime Spayed Female,BISHON FRISE MIX,WHITE/BLACK,COOKIE,15116,2099,2013-04-19T15:36:34
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,LUCKY DOG,15037,2099,2013-04-19T15:36:34
Dog Senior Lifetime Spayed Female,SCOTTISH TERRIER,BLACK,LAINIE SUE,15235,2099,2013-04-22T10:25:48
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BROWN,OSCAR,15228,2099,2013-04-22T10:53:58
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,CHLOE,15090,2099,2013-04-22T10:55:58
Dog Lifetime Neutered Male,BOXER MIX,FAWN,ROCCO,15146,2099,2013-04-22T10:59:06
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,JESSIE,15237,2099,2013-04-22T11:07:34
Dog Lifetime Neutered Male,SIB HUSKY MIX,BLACK,MALKIN,15088,2099,2013-04-22T11:13:23
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE/YELLOW,DOZER,15108,2099,2013-04-22T11:20:55
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,CODY,15243,2099,2013-04-23T08:38:47
Dog Lifetime Spayed Female,BLUE HEELER,WHITE/BLACK,GYPSY ROSE LEE,15086,2099,2013-04-23T08:38:47
Dog Senior Lifetime Spayed Female,BICHON FRISE,WHITE,MOLLY,15106,2099,2013-04-22T12:38:54
Dog Lifetime Spayed Female,LAB MIX,BLACK,VENUS,15037,2099,2013-04-22T12:49:23
Dog Lifetime Neutered Male,ST BERNARD,WHITE/BLACK,BEAR,15145,2099,2013-04-22T13:05:38
Dog Lifetime Spayed Female,ALAS MALAMUTE,WHITE/BLACK,DENALI,15129,2099,2013-04-22T13:07:47
Dog Lifetime Spayed Female,BISHON FRISE MIX,BLACK/SILVER,PEPPER,15143,2099,2013-04-22T13:11:01
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,LEO,15237,2099,2013-04-22T13:13:25
Dog Lifetime Neutered Male,LABRADOODLE,BLACK/BROWN,ROMEO,15143,2099,2013-04-23T08:38:55
Dog Lifetime Spayed Female,GER SHEPHERD,WHITE,BAILEY,15146,2099,2013-04-23T08:38:56
Dog Lifetime Spayed Female,CAIRN TERRIER,WHEATON,GRACIE,15116,2099,2013-04-23T13:29:44
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,CAESAR,15237,2099,2013-04-23T14:45:47
Dog Lifetime Female,GER SHEPHERD,WHITE,SIERRA,15133,2099,2013-04-23T14:57:55
Dog Senior Lifetime Spayed Female,W HGHLND WH TERRIER,WHITE,DUCHESS MATILDA ANNE ,15102,2099,2013-04-24T08:34:34
Dog Lifetime Neutered Male,SIB HUSKY,WHITE/BLACK,NICO,15065,2099,2013-04-23T15:46:05
Dog Lifetime Male,BELG MALINOIS,FAWN,FLIP TOMPA,15147,2099,2013-04-23T15:51:30
Dog Lifetime Female,BELG MALINOIS,FAWN,HEARS,15147,2099,2013-04-23T15:51:30
Dog Senior Lifetime Spayed Female,GER SHEPHERD MIX,BLONDE,NESSIE,15236,2099,2013-04-24T14:24:52
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BOSS,15143,2099,2013-04-24T14:35:25
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,GEORGIO,15237,2099,2013-04-24T14:56:36
Dog Lifetime Spayed Female,MIXED,BLACK/TAN,LULU,15045,2099,2013-04-24T16:12:38
Dog Lifetime Neutered Male,LAB MIX,YELLOW,HENRY,15131,2099,2013-04-25T08:33:17
Dog Lifetime Duplicate,BOXER,RUST,THOR,15120,2099,2013-04-25T12:18:02
Dog Lifetime Spayed Female,HAVANESE,WHITE/LIVER,BELLA,15065,2099,2013-04-25T13:22:36
Dog Senior Lifetime Female,OLD ENG SHEEPDOG,WHITE/BLACK,HAILEY JOY,15122,2099,2013-04-25T13:41:25
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BLACK BEAR,15120,2099,2013-04-25T13:41:26
Dog Lifetime Spayed Female,LAB MIX,BLACK,SUMMER,15237,2099,2013-04-26T10:02:54
Dog Lifetime Duplicate,GER SHEPHERD MIX,BROWN,RALPH,15143,2099,2013-04-26T12:50:42
Dog Lifetime Neutered Male,LAB MIX,BLACK,MILO,15132,2099,2013-04-26T13:03:04
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,LUKE,15132,2099,2013-04-26T13:17:01
Dog Senior Lifetime Neutered Male,SHIH TZU,BROWN,BAXTER,15241,2099,2013-04-26T13:22:56
Dog Lifetime Neutered Male,POODLE TOY,RED,TOBY,15132,2099,2013-04-26T13:22:56
Dog Lifetime Spayed Female,MIXED,MULTI,PURSIA,15237,2099,2013-04-26T13:28:30
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,DAISY,15143,2099,2013-04-29T09:45:08
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,IZZY,15216,2099,2010-03-05T15:13:35
Dog Lifetime Spayed Female,MASTIFF,FAWN,JENNA,15218,2099,2010-03-05T15:41:39
Dog Lifetime Neutered Male,GOLDENDOODLE,WHITE,BLARNEY,15014,2099,2010-03-05T15:55:51
Dog Lifetime Spayed Female,SIB HUSKY,WHITE/RED,SHAELA,15131,2099,2010-03-08T14:42:42
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,BIRKLEY,15236,2099,2010-03-08T14:58:37
Dog Lifetime Spayed Female,WELSH CORGI CARDIGA,WHITE/TAN,PENNY,15131,2099,2010-03-08T15:00:29
Dog Lifetime Spayed Female,SHIH TZU MIX,BLACK,CHLOE,15037,2099,2010-03-08T16:01:38
Dog Lifetime Spayed Female,MIXED,BRINDLE,MILEY,15139,2099,2010-03-08T16:01:38
Dog Lifetime Spayed Female,LAB MIX,BLACK,LIBBY,15234,2099,2010-03-08T15:53:55
Dog Lifetime Spayed Female,PARSON RUSSELL TERR,TRI-COLOR,JYMMIE,15065,2099,2010-03-08T16:05:58
Dog Lifetime Spayed Female,BEAGLE MIX,BLACK/BROWN,MAGGIE,15147,2099,2010-03-08T16:17:18
Dog Lifetime Neutered Male,COLLIE MIX,WHITE/BROWN,LOUIE,15218,2099,2010-03-09T10:01:48
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,PARKER,15218,2099,2010-03-09T10:04:33
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,GRETA,15122,2099,2010-03-09T13:34:14
Dog Senior Lifetime Neutered Male,COCKER SPANIEL,WHITE/BLACK/BROWN,MR BAILEY,15120,2099,2010-03-09T14:06:14
Dog Lifetime Spayed Female,DACHSHUND,CREAM,ALLI,15102,2099,2010-03-09T14:33:51
Dog Lifetime Male,SHILOH GER SHEPHERD,OTHER,WOLF-E,15076,2099,2010-03-09T14:48:41
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,OLIVE,15122,2099,2010-03-09T15:54:31
Dog Senior Lifetime Neutered Male,CAIRN TERRIER,WHEATON,BRODIE,15228,2099,2010-03-09T15:57:39
Dog Lifetime Spayed Female,COCKER SPANIEL,BLACK,BELLA,15147,2099,2010-03-10T10:45:41
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,FUDGE CROWNOVER,15229,2099,2010-03-10T12:27:34
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK,CINDY CROWNOVER,15229,2099,2010-03-10T12:27:34
Dog Lifetime Neutered Male,LAB MIX,YELLOW,DEMPSEY,15202,2099,2010-03-10T12:46:37
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CALI,15131,2099,2010-03-11T09:32:07
Dog Senior Lifetime Neutered Male,PARSON RUSSELL TERR,SPOTTED,ROCKY,15122,2099,2010-03-11T13:40:19
Dog Inter County Transfer - Lifetime,YORKSHIRE TERRIER,GREY,HERSHEY,15235,2099,2010-03-12T10:31:40
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SIDNEY,15084,2099,2010-03-12T13:44:03
Dog Lifetime Neutered Male,SCOTTISH TERRIER,GOLD,MAX,15236,2099,2010-03-12T13:54:46
Dog Lifetime Neutered Male,LABRADOODLE,WHITE/TAN,CLYDE,15108,2099,2010-03-12T14:15:16
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,JACK,15144,2099,2010-03-12T14:19:33
Dog Lifetime Spayed Female,PARSON RUSSELL TERR,WHITE/BROWN,SPICE,15024,2099,2010-03-12T14:27:35
Dog Lifetime Duplicate,AM PIT BULL TERRIER,WHITE/BLUE,BILLY,15216,2099,2010-03-12T14:31:12
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BROWN,BEAR,15148,2099,2010-03-12T14:38:29
Dog Lifetime Spayed Female,LAB MIX,BROWN,BAILEY ,15006,2099,2010-03-12T14:39:40
Dog Lifetime Neutered Male,MIXED,BRINDLE,KILO,15202,2099,2010-03-12T14:44:11
Dog Lifetime Spayed Female,BERNESE MTN DOG,WHITE/BLACK/BROWN,MOLLY,15236,2099,2010-03-12T15:00:10
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,RUSTY,15239,2099,2010-03-12T15:04:43
Dog Inter County Transfer - Lifetime,GOLDEN RETRIEVER,BROWN,RUSTY,15239,2099,2012-10-19T10:30:37
Dog Lifetime Neutered Male,MIXED,MULTI,SAMPSON,15137,2099,2010-03-12T15:08:46
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,KODA,15102,2099,2010-03-12T15:14:33
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,ARES,15017,2099,2010-03-12T15:16:35
Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE/BLACK,OSCAR,15046,2099,2010-03-12T15:23:16
Dog Lifetime Neutered Male,GER SHEPHERD MIX,WHITE/BROWN,LINKIN,15090,2099,2010-03-15T10:33:56
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE/BROWN,ZUG ZUG,15229,2099,2010-03-15T10:58:14
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,REMY,15025,2099,2010-03-15T11:01:20
Dog Lifetime Neutered Male,MIXED,TAN,HARNEY,15057,2099,2010-03-15T12:49:33
Dog Lifetime Spayed Female,LAB MIX,GOLD,BELLA ,15065,2099,2010-03-15T13:24:08
Dog Lifetime Spayed Female,ROTTWEILER,BLACK,BIG BELL,15037,2099,2010-03-16T10:03:51
Dog Lifetime Male,JAPANESE CHIN,WHITE/BLACK,JASPER CHIN,15068,2099,2010-03-16T14:04:25
Dog Lifetime Spayed Female,BLUE HEELER,MERLE,HALEY,15084,2099,2010-03-16T13:47:35
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BUDDY,15236,2099,2010-03-16T13:51:21
Dog Lifetime Spayed Female,CHES BAY RETRIEVER,BROWN,MAKIN WAVES,15143,2099,2010-03-16T13:52:24
Dog Senior Lifetime Male,DUTCH SHEPHERD,BLACK/BRINDLE,DRAKO,15044,2099,2010-03-16T14:04:28
Dog Senior Lifetime Female,BELG MALINOIS,BROWN,NIOBE,15044,2099,2010-03-16T14:04:28
Dog Lifetime Spayed Female,SHIH TZU MIX,WHITE/BLACK,BELLA,15024,2099,2010-03-16T14:35:34
Dog Out of County Transfer - Lifetime,YORKSHIRE TERRIER,BLACK/TAN,ROCKY,15238,2099,2010-03-16T14:36:36
Dog Out of County Transfer - Lifetime,MALTESE,WHITE,CODY,15238,2099,2010-03-16T14:38:16
Dog Lifetime Spayed Female,DOGUE DE BORDEAUX,RED,ROXIE,15024,2099,2010-03-16T15:38:35
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN,CROSBY,15237,2099,2010-03-17T12:36:03
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,CHAMP,15143,2099,2010-03-17T12:36:03
Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE/BLACK,MURPHY,15106,2099,2010-03-17T14:56:21
Dog Senior Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MOLLY,15106,2099,2010-03-17T14:56:21
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/TAN,SYDNEY,15120,2099,2010-03-17T14:56:22
Dog Lifetime Neutered Male,GR SWISS MTN DOG,BLACK,BENTLEY,15236,2099,2010-03-17T12:36:04
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,SASHA,15035,2099,2004-03-19T00:00:00
Dog Lifetime Spayed Female,BOXER,WHITE/BROWN,SOZAY,15235,2099,2004-03-19T00:00:00
Dog Lifetime Spayed Female,GREAT DANE,OTHER,ROSIE,15202,2099,2004-03-19T00:00:00
Dog Lifetime Female,LABRADOR RETRIEVER,BROWN,MOCHA,15236,2099,2004-03-19T00:00:00
Dog Lifetime Spayed Female,SHETLAND SHEEPDOG,SABLE/WHITE,ANNIE,15146,2099,2004-03-19T00:00:00
Dog Lifetime Neutered Male,MIXED,BLACK/TAN,MNEUMAN,15108,2099,2004-03-19T00:00:00
Dog Lifetime Spayed Female,WELSH CORGI PEMBROK,SABLE,FUDGE,15236,2099,2004-03-23T00:00:00
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,CHANCE,15133,2099,2004-03-23T00:00:00
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,PARKER,15133,2099,2004-03-23T00:00:00
Dog Lifetime Spayed Female,DACHSHUND,BROWN,GINGER,15101,2099,2004-03-24T00:00:00
Dog Lifetime Neutered Male,AUS SHEPHERD,OTHER,MADDOX,15215,2099,2004-03-25T00:00:00
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,LUCY,15235,2099,2004-03-25T00:00:00
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,DAKOTA,15235,2099,2004-03-25T00:00:00
Dog Lifetime Spayed Female,BOXER,BROWN,ZOE,15146,2099,2004-03-29T00:00:00
Dog Inter County Transfer - Lifetime,MIXED,WHITE/TAN,SNICKERS,15044,2099,2004-04-02T00:00:00
Dog Lifetime Neutered Male,MIXED,TAN,JACKSON,15137,2099,2004-04-05T00:00:00
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,LADY,15133,2099,2004-04-05T00:00:00
Dog Lifetime Spayed Female,MIXED,TAN,NINA,15133,2099,2004-04-05T00:00:00
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,KAOS,15239,2099,2004-04-07T00:00:00
Dog Lifetime Neutered Male,MIXED,BLACK,BEAR,15126,2099,2004-04-08T00:00:00
Dog Lifetime Spayed Female,PARSON RUSSELL TERR,WHITE/TAN,ISABELLA,15147,2099,2004-04-08T00:00:00
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,NICO,15147,2099,2004-04-08T00:00:00
Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,BUTTONS,15035,2099,2004-04-20T00:00:00
Dog Lifetime Spayed Female,MIXED,GOLD,MOLLY,15209,2099,2004-04-08T00:00:00
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,MAXWELL,15209,2099,2004-04-09T00:00:00
Dog Inter County Transfer - Lifetime,MIXED,BROWN,MORRISON,15129,2099,2004-04-13T00:00:00
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,TUCKER,15239,2099,2004-04-13T00:00:00
Dog Lifetime Spayed Female,COCKER SPANIEL,WHITE/BLACK,ALI OLIVER,15044,2099,2004-04-14T00:00:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SABLE,15135,2099,2004-04-15T00:00:00
Dog Lifetime Spayed Female,MIXED,CREAM,ANGEL,15202,2099,2004-04-16T00:00:00
